فرحين ومن أجل هذا~78#1878#19#51
فقال إذا اضطر إليها~87#3979#111#466
فقال إذا اغتسل أحدكم~41#1287#157#376
فقال إذا باعها من~87#3979#323#466
فقال إذا بدا الشاهد~90#4464#206#479
فقال إذا بلغ حرصه~87#3485#326#419
فقال إذا تعلق الإيمان~87#3514#102#448
فقال إذا تعين عليه~41#1021#24#110,90#4070#34#76
فقال إذا جاءك المنافقون~30#361#254#21
فقال إذا حضرتني الوفاة~87#3454#296#388
فقال إذا حملت إلى~82#2320#185#407
فقال إذا خرجت من~41#1313#123#403
فقال إذا دخل عليه~87#3538#420#25
فقال إذا ذكرت الذنب~90#4207#111#213
فقال إذا رأيتهم الصوفي~39#825#104#146
فقال إذا رددت الأشياء~82#2253#217#340
فقال إذا رضي بالله~90#4293#245#299
فقال إذا زهدت في~90#4236#138#242
فقال إذا صح الافتقار~82#2524#290#159,90#4416#192#431
فقال إذا صحت العبودية~82#2484#0#119
فقال إذا صرت من~90#4237#0#243
فقال إذا صليت المغرب~87#3125#311#59
فقال إذا طرح كله~90#4333#29#348
فقال إذا علم أن~46#1500#108#72,87#3575#395#62,87#3575#433#62,90#4324#224#330
فقال إذا عملت عملا~41#1029#124#118
فقال إذا فرحهم في~90#4260#0#266
فقال إذا فعلت ذلك~60#1648#188#446
فقال إذا قويت على~90#4220#9#226
فقال إذا كان الحق~41#1058#22#147
فقال إذا كان غدا~90#4459#96#474
فقال إذا كان قوم~87#3977#348#464
فقال إذا كان كما~39#816#6#137
فقال إذا كان له~90#4419#15#434
فقال إذا كان من~87#3977#146#464,90#4294#176#300
فقال إذا كنت بهذه~87#3206#167#140
فقال إذا كنتم تعبدون~70#1819#160#66
فقال إذا لم أر~90#4397#4#412
فقال إذا لم يبق~90#4419#5#434
فقال إذا لم ير~90#4273#17#279,90#4422#56#437
فقال إذا مات أحدنا~90#4443#228#458
فقال إذا مت فتصدقوا~90#4038#0#44
فقال إذا وقع الطلب~87#3509#236#443
فقال إذارفعت يديك في~23#223#61#133
فقال إزالة كل معترضوسئل~39#788#92#107
فقال إسقاط رؤية الخلق~41#1285#66#374
فقال إطعام الطعام وبذل~87#3812#107#299
فقال إطعام الطعام ولين~87#3812#128#299
فقال إعمل لله باليقين~87#3576#269#63
فقال إفراد القصد إلى~82#2559#152#194
فقال إفراد الموحد بتحقيق~90#4015#80#21,90#4448#153#463
فقال إلا الذين آمنوا~87#3203#297#137
فقال إلا قليلا المزمل~87#3141#95#75
فقال إلا ما يستر~60#1654#99#452
فقال إلقاء النفس في~82#2088#99#175,90#4295#94#301
فقال إلهي كم أدعوك~90#4408#67#423
فقال إلهي كم تبقيني~90#4457#163#472
فقال إلى أعلاهما رتبة~41#1204#20#293
فقال إلى أين فلا~87#3886#4#373
فقال إلى الآن كان~90#4230#233#236
فقال إلى ان اصلح~36#425#12#329
فقال إلى بدايات ما~41#1176#66#265
فقال إلى بلد أملأ~87#3717#246#204
فقال إلى قوله تعالى~41#1120#40#209
فقال إلى كم تحدث~87#3437#222#371
فقال إلى ما تلتفتقلت~40#863#63#59
فقال إلى متى تقول~90#4308#46#314
فقال إلى متى تقولون~90#4455#81#470
فقال إلى مكة حرسها~90#4314#157#320
فقال إلى مكة فقلت~90#4297#76#303
فقال إما لمن قدر~87#3829#315#316
فقال إن أباك يخاف~90#4547#75#562
فقال إن أبواب السماء~87#3760#34#247
فقال إن أبي حلف~87#3974#190#461
فقال إن أبي كان~87#3968#77#455
فقال إن أتاه من~87#3979#225#466
فقال إن أخي بشرا~87#3543#266#30
فقال إن أدنى منازل~41#949#105#38
فقال إن أردت أن~82#2375#195#10
فقال إن أردت اللحوق~87#3841#182#328
فقال إن أسلمت ألحدت~85#2927#29#73
فقال إن أعطينا آثرنا~90#4369#188#384
فقال إن أعمال العباد~87#3288#45#222
فقال إن أكثر شهداء~87#3785#100#272
فقال إن أكلته مت~90#4301#294#307
فقال إن إلينا إيابهم~87#3779#121#266
فقال إن اردت ان~60#1672#176#470
فقال إن استطعت ألا~41#1022#33#111
فقال إن استطعت أن~41#1022#77#111,82#2575#107#210,90#4070#101#76
فقال إن الأرواح غذاؤها~82#2034#43#121
فقال إن الإشارة إذا~41#1077#65#166
فقال إن الإنسان لفي~87#3203#281#137
فقال إن التنور قد~90#4337#250#352
فقال إن الحق ثقيل~87#3203#56#137
فقال إن الدنيا كلها~87#3434#331#368
فقال إن الذي أناجيه~87#3176#241#110
فقال إن الزاهد لا~44#1432#44#36
فقال إن العبد لا~41#949#83#38
فقال إن العرش يهتز~87#3128#96#62
فقال إن القبض أول~41#1283#24#372
فقال إن القرآن لم~87#3341#125#275
فقال إن الكريم إذا~87#3424#401#358
فقال إن اللص دخل~90#4308#83#314
فقال إن الله أحب~90#4035#69#41
فقال إن الله تعالى~87#3433#170#367,87#3639#417#126,90#4269#106#275,90#4494#63#509
فقال إن الله جل~82#2387#150#22
فقال إن الله عز~87#3198#134#132,87#3233#195#167,87#3234#333#168
فقال إن الله فاتح~44#1454#179#58
فقال إن الله لا~36#424#152#328,39#735#119#54,40#867#16#63
فقال إن الملوك إذا~82#2454#262#89,90#4463#194#478
فقال إن النمل أكثر~82#2452#219#87
فقال إن النور إذا~87#3321#283#255
فقال إن بشر بن~87#3906#60#393
فقال إن ثعلبة مرض~41#1026#222#115
فقال إن جعت جعت~90#4298#248#304
فقال إن جعلت مهرها~87#3896#235#383
فقال إن جمعتهما فهو~87#3124#29#58
فقال إن حالي مع~87#3634#110#121
فقال إن حبها يفسد~87#3504#201#438
فقال إن حفظ العلم~87#3296#275#230
فقال إن خلصت فيه~87#3296#48#230
فقال إن ذلك الشيخ~90#4403#181#418
فقال إن ذنوبي أعظم~87#3468#43#402
فقال إن ربك يعلم~87#3141#151#75
فقال إن ربك يقرئك~41#1025#127#114
فقال إن ربكما يقرئكما~87#3439#153#373
فقال إن ربي على~87#3529#35#16
فقال إن رجلا من~46#1501#231#75
فقال إن رسول الفقراء~87#3502#414#436
فقال إن رسول الله~87#3540#239#27,90#4385#113#400
فقال إن سألت عن~82#2686#306#321
فقال إن شئت فخذ~87#3957#379#444
فقال إن طلب العلم~87#3299#371#233
فقال إن طلبي هذه~87#3992#223#479
فقال إن عافية يومي~41#1000#162#89,90#4057#151#63
فقال إن عقوبتك ابنة~87#3911#288#398
فقال إن علمتم أنه~90#4299#72#305
فقال إن علمتم أي~90#4299#60#305
فقال إن في إظهار~87#3851#351#338
فقال إن في ذلك~87#3421#304#355
فقال إن قلوبنا قلوب~41#1102#80#191
فقال إن قنوطك من~87#3468#51#402
فقال إن كان ثم~87#3634#83#121
فقال إن كان جاهلا~87#3967#269#454
فقال إن كان شيء~87#3974#248#461
فقال إن كان فهذا~39#838#197#159
فقال إن كان كما~90#4049#67#55
فقال إن كان لك~90#4295#122#301
فقال إن كان يأكل~87#3813#389#300
فقال إن كانت الحياة~87#3757#357#244
فقال إن كتاب الأبرار~87#3637#581#124
فقال إن كنت تريد~41#1001#98#90
فقال إن كنت صادقة~87#3887#51#374
فقال إن كنت قد~87#3230#456#164,90#4020#120#26
فقال إن كنت لا~87#3323#164#257
فقال إن كنت لم~87#3551#280#38
فقال إن كنت مؤمنا~82#2227#147#314
فقال إن لم تبرهم~41#1056#113#145
فقال إن لنفسك عليك~87#3108#237#42
فقال إن لى وزيرين~52#1536#91#50
فقال إن لي أخوة~87#3967#193#454
فقال إن لي غلاما~87#3992#292#479
فقال إن ما يتسع~82#2794#51#429
فقال إن من حق~87#3929#337#416
فقال إن نصحني فيما~87#3884#26#371
فقال إن نظرت في~87#3963#111#450
فقال إن نفسي استشرفت~87#3979#282#466
فقال إن هذا أخفى~87#3851#277#338
فقال إن هذا الرجل~87#3825#292#312
فقال إن هذا لخلل~90#4439#189#454
فقال إن هذا من~60#1654#79#452,87#3785#261#272
فقال إن هم إلا~3#88#35#213
فقال إن يعرض عليك~87#3343#395#277
فقال إن يقول العبد~87#3144#273#78
فقال إنا بايعنا رسول~87#3958#43#445
فقال إنا كنا نتراءى~39#802#15#123
فقال إنسان يقال هؤلاء~90#4141#136#147
فقال إنك أشركت غير~87#3851#319#338
فقال إنك إن تطلب~52#1538#27#52
فقال إنك قد أديت~87#3233#161#167,87#3234#299#168
فقال إنك لأحب الناس~87#3922#108#409
فقال إنك لضعيف حيث~41#988#102#77
فقال إنك لما ضربتني~90#4386#33#401
فقال إنكم في زمان~87#3342#46#276
فقال إنكم لن تنالوا~87#3363#88#297
فقال إنما أبغض عمله~87#3879#404#366
فقال إنما أبكي لأني~90#4391#256#406
فقال إنما أحب أخي~87#3880#3#367
فقال إنما أنكرت عليه~87#3974#394#461
فقال إنما استأجرتها لأمضي~90#4231#184#237
فقال إنما الحياة الدنيا~87#3476#3#410
فقال إنما العالم من~81#1913#95#15
فقال إنما بايعنا رسول~87#3957#398#444
فقال إنما بنوه لينظر~87#3355#72#289
فقال إنما جعت يومين~90#4372#23#387
فقال إنما سأل الله~82#1954#32#41
فقال إنما سألت عن~87#3794#298#281
فقال إنما سمي الشاهد~90#4195#135#201
فقال إنما قدر بشر~87#3969#43#456
فقال إنما مثل ذلك~87#3266#137#200
فقال إنما يسمع من~90#4138#95#144
فقال إنه ارتد وخالط~90#4250#129#256
فقال إنه ساكن بقلبه~90#4398#135#413
فقال إنه عز اسمه~41#1275#81#364
فقال إنه غشي عليه~90#4460#111#475
فقال إنه قال علامة~90#4292#191#298
فقال إنه كان أجبرني~87#3834#441#321
فقال إنه كان جارنا~90#4547#100#562
فقال إنه كان قد~87#3540#49#27
فقال إنه لم يبق~87#3545#217#32,87#3546#194#33
فقال إنه لم يدعني~90#4369#227#384
فقال إنه محكني فقلت~87#3310#199#244
فقال إنه مر الصديق~60#1675#207#473
فقال إنه مكان عصيت~90#4224#140#230
فقال إنه من الذنب~90#4207#212#213
فقال إنه ميت ثم~90#4078#148#84
فقال إنه يدخل في~87#3912#245#399
فقال إنها تطحن في~87#3998#446#485
فقال إنها سألت على~90#4393#68#408
فقال إنها كلمة هو~87#3254#262#188
فقال إنها لبنان الحملة~90#4301#124#307
فقال إنها ليست بدعة~87#3352#118#286
فقال إنها ليست للبيع~90#4301#118#307
فقال إنها ليست لي~43#1367#99#40,90#4324#245#330
فقال إنهم فتية آمنوا~87#3809#191#296
فقال إنهم يقولون الزئبق~87#3968#48#455
فقال إنى افرق من~45#1476#165#350
فقال إني أبذل مالي~90#4391#109#406
فقال إني أحب أن~87#3178#56#112
فقال إني أحب الله~87#3596#339#83
فقال إني أحبها قال~87#3932#125#419
فقال إني أخاف الله~90#4332#110#347
فقال إني أخاف من~41#1091#106#180
فقال إني أخيط لبعض~87#3834#117#321
فقال إني أرسل كلبي~87#3966#186#453
فقال إني أريد أن~87#3887#165#374
فقال إني أعمل لقوم~87#3776#149#263
فقال إني إذا لفارغ~87#3756#187#243
فقال إني امرأة أيم~87#3929#326#416
فقال إني تزوجت امرأة~87#3994#91#481
فقال إني توكلت على~87#3528#375#15
فقال إني جائع منذ~90#4416#57#431
فقال إني حضرت محمدا~87#3126#50#60
فقال إني خلقت آدم~87#3799#322#286
فقال إني خياط وربما~87#3947#367#434
فقال إني ذاهب إلى~82#2542#239#177
فقال إني سقيم *قال~82#2542#107#177
فقال إني سمعت رسول~44#1458#116#62
فقال إني صائم ثم~87#3215#443#149,87#3809#358#296
فقال إني صائم فبلغ~87#3811#199#298
فقال إني صائم فلما~87#3811#238#298
فقال إني عنهما لمشغول~87#3549#379#36
فقال إني فعال لما~87#3549#343#36
فقال إني في خير~87#3326#232#260
فقال إني قد اجترأت~90#4251#151#257
فقال إني قد عزمت~87#3525#280#12
فقال إني قد قرأت~87#3525#222#12
فقال إني قد كنت~87#3568#289#55
فقال إني كنت أبيع~87#3500#221#434
فقال إني كنت أجلس~87#3327#85#261
فقال إني كنت جائعا~90#4046#64#52
فقال إني كنت في~90#4310#54#316
فقال إني لأعلم أهل~87#3738#67#225
فقال إني لا أطعم~90#4390#130#405
فقال إني لا أعرف~87#3700#190#187
فقال إني لست أعني~87#3329#176#263
فقال إني لم أقل~87#3848#263#335
فقال إني مشغول بالحزن~87#3569#299#56
فقال إني ورثت عن~87#3969#358#456
فقال إهمال ما أمرت~82#2322#257#409
فقال إياك وصحبة هؤلاء~87#3357#365#291
فقال إياي أردتم بهذا~87#3622#122#109
فقال إيش أعمل بكم~90#4092#67#98
فقال إيش كان فيه~90#4369#99#384
فقال ائتني بمن يعرفك~87#3960#39#447
فقال ابشروا يا معاشر~46#1492#30#64
فقال ابكوا على قلوب~90#4379#103#394
فقال ابن أبي الحواري~87#3515#44#449
فقال ابن المبارك صدق~37#490#18#99
فقال ابن سيرين إن~90#4285#127#291
فقال ابن شاهين مثلك~90#4022#156#28
فقال ابن عباس إنما~87#3912#29#399
فقال ابن عمر أنت~87#3493#283#427
فقال ابن عمر قد~87#3978#230#465
فقال ابن مسعود الإثم~87#3969#469#456
فقال ابن مسعود رضي~87#3321#393#255
فقال ابن مسعود لكني~87#3321#424#255
فقال ابن مسعود للسائل~87#3321#358#255
فقال ابو بكر مزمار~45#1474#110#348
فقال اتخذ الله صاحبا~41#952#95#41
فقال اتصال بالله من~82#2786#100#421
فقال اتق الله فإنه~52#1538#114#52
فقال اتق الله وخف~41#1287#26#376
فقال اتقوى به على~52#1536#80#50
فقال اجعل هذا في~87#3700#142#187
فقال اجعلوا لي ماء~87#3786#252#273
فقال اجوع ثلاثا واشبع~46#1495#198#67
فقال احبه والله لحلمه~52#1539#274#53
فقال احتجموا السبع عشرة~87#3546#590#33
فقال احذر فإنه غيور~90#4398#72#413
فقال احسن فإن المحسن~52#1540#48#54
فقال احمدوا الله تعالى~90#4360#220#375
فقال احمل إلي شييا~60#1672#198#470
فقال احملني إليه فذكر~87#3628#178#115
فقال اختاروا إحدىخصلتين إما~87#3835#31#322
فقال اخنق خنقك فوعزتك~25#290#98#65
فقال اخوف ما اخاف~60#1687#2#485
فقال ادخل فقصصت عليه~90#4377#28#392
فقال ادع الله أن~87#3550#99#37,87#3550#110#37,90#4292#146#298
فقال ادع الله تعالى~87#3632#176#119
فقال ادع الله لي~90#4020#116#26
فقال ادعوني ولا تدعوا~82#2579#194#214
فقال ادنه من مجالس~81#1921#59#23
فقال اذكر العافية واجعلها~41#960#67#49
فقال اذكر الله تعالى~90#4363#141#378
فقال اذهب إلى من~41#1179#53#268
فقال اذهب بها إلى~87#3890#131#377
فقال اذهب فبعه وادفعه~87#3496#180#430
فقال اذهب فلا غفرت~87#3447#89#381
فقال اذهب فلن يغفر~87#3438#291#372
فقال اذهبوا بنا إلى~87#3327#55#261
فقال اذهبوا فابنوا بيتا~87#3492#61#426
فقال اذهبوا فتكسبوا وأطعموا~87#3563#31#50
فقال اذهبوا فقد غفرت~90#4257#259#263
فقال اذهبي واصبري فمضت~90#4406#180#421
فقال ارجع إلى بيتك~82#2699#117#334,90#4296#180#302
فقال اركب أتانك هذه~87#3233#39#167,87#3234#177#168
فقال ارى الدنيا تاكل~52#1538#177#52
فقال اسبق وانتظرني في~80#1895#230#20
فقال استبشار القلوب بقرب~41#1095#136#184
فقال استجد الأول وليكونوا~87#3958#362#445
فقال استحي منه أن~90#4354#34#369
فقال استحياء منك فغفر~90#4447#126#462
فقال استحيوا من الله~87#3483#291#417
فقال استحييت من الله~90#4368#255#383
فقال استرسال النفس مع~90#4426#202#441
فقال استعد للبلاء والفرق~87#3596#343#83
فقال استعد للفقر فقال~87#3596#336#83
فقال استعمل الصدق في~41#1055#12#144
فقال استغفار الدنيا ومحو~90#4235#195#241
فقال استفت قلبك وإن~87#3328#306#262
فقال استواء القلب عند~41#1239#89#328
فقال استوى علمه بكل~90#4023#45#29
فقال اسجدوا لآدموقال الواسطي~82#1968#179#55
فقال اسقوني فقال العباس~87#3903#261#390
فقال اسكت عافاك الله~87#3502#22#436
فقال اسكت فإنه يكره~87#3339#396#273
فقال اسكت ولا تبدها~90#4375#188#390
فقال اسم ولا حقيقة~41#1254#4#343
فقال اسمي برخ قال~87#3620#200#107
فقال اشار إلى استواء~41#1127#44#216
فقال اشتر أكثر فاشترى~90#4375#260#390
فقال اشتر لنا أطيب~87#3811#48#298
فقال اشتر لنا من~87#3544#64#31
فقال اشتريته بالدنيا وطلب~90#4416#38#431
فقال اشتغالك عما لك~41#1102#46#191
فقال اشتهى أن أرى~82#2503#102#138
فقال اشكر الله تعالى~90#4308#7#314,90#4308#90#314
فقال اشهد أنها زوجة~39#756#213#75
فقال اصبر حتى أعيد~87#3536#210#23
فقال اصبر حتى أفرغ~90#4392#105#407
فقال اصلح الله امير~52#1537#239#51
فقال اعبدوه بالتوكل وقال~87#3517#181#4
فقال اعتراضي عليه فيما~87#3584#136#71
فقال اعتقد ثانيا ففعل~90#4377#206#392
فقال اعتقدت فقال الشاب~90#4377#196#392
فقال اعتقدت كذا وكذا~90#4377#210#392
فقال اعتماد القلب على~41#1102#36#191
فقال اعزلوا عني حسابها~87#3493#176#427
فقال اعلم أنا كنا~90#4300#104#306
فقال اعمل ما شئت~25#240#81#15
فقال اعملوا فكل ميسر~39#726#193#45
فقال اعملوا ما شئتم~39#758#52#77
فقال افشي واضطجعي حتى~87#3346#65#280
فقال افلا اكون عبدا~28#340#132#37
فقال اقتلوه ثم اسلخوه~54#1552#272#58
فقال اقرأ من أول~87#3762#233#249
فقال اقرأوا القرآن والتمسوا~87#3276#488#210
فقال اقروا عليهم القرآن~45#1473#1#347
فقال اقطع لهذه الجارية~87#3974#367#461
فقال اقعد ثم حتى~90#4371#221#386
فقال اقلب الرقعة وانظرتحتها~40#895#126#91
فقال اكتسب من حلال~87#3984#48#471
فقال اكس هذا اليتيم,~90#4039#65#45
فقال اكسروا القفل فكسروا~41#1326#36#416
فقال اكفف عنا جشاءك~87#3795#172#282
فقال الآخر إبراهيم بن~90#4224#184#230
فقال الآخر اللهم إن~87#3774#320#261
فقال الآخر الموضع عزيز~87#3715#124#202
فقال الآخر لبيك يا~87#3713#252#200
فقال الأبد البقاء الذي~82#2776#132#411
فقال الأبلة في دنياه~41#1271#11#360
فقال الأخذ من الله~90#4297#93#303
فقال الأخلاق المرضيةوقال مظفر~41#1209#129#298
فقال الأخير إبراهيم بن~90#4225#0#231
فقال الأرواح جنود مجندة~87#3905#181#392
فقال الأستاذ أبو سهل~90#4161#28#167,90#4161#41#167
فقال الأستاذ أبو على~90#4362#35#377,90#4376#30#391
فقال الأستاذ أحسنت يا~90#4328#240#342
فقال الأعرابي عمرك الله~90#4397#29#412
فقال الأعرابي فإن تاب~87#3424#179#358
فقال الأعمش منذ هتك~87#3942#335#429
فقال الأكل بلا طمع~90#4296#152#302
فقال الأمر كما قلت~87#3841#266#328
فقال الأوقات كلها لله~41#1234#36#323
فقال الإبل والغنم لا~87#3962#276#449
فقال الإخلاص لأنه ليس~90#4346#204#361
فقال الإخلاص ما لا~82#2212#79#299
فقال الإشارة الإبانة عما~41#1181#193#270
فقال الإشكال والتلبيس والكتمان~41#1179#22#268
فقال الإعراض عما يشغله~82#2566#151#201
فقال الإمام إن كان~87#3536#270#23
فقال الإيمان ان تومن~60#1648#140#446
فقال الإيمان بضع وسبعون~60#1648#83#446
فقال الإيمان على أربع~87#3276#570#210
فقال الإيمان مالا يجوز~39#764#100#83
فقال الإيمان من الله~39#762#127#81
فقال الاعتراف والندم والإقلاعأنشدني~41#1183#20#272
فقال البخل أشد من~87#3829#343#316
فقال البقال سطلك هذا~90#4231#109#237
فقال البلاء الحسن أن~82#2176#8#263
فقال البواب لبطرس لك~77#1867#217#58
فقال البيعة تحت الشجرة~41#1253#147#342
فقال التجافى عن دار~46#1483#196#55
فقال التجربة شك قالوا~90#4299#82#305
فقال التجمل عند المحنة~87#3838#345#325
فقال التشهد هو الذي~87#3867#169#354
فقال التعدي في الأحكام~41#1019#116#108
فقال التعلق بالله تعالى~90#4295#167#301
فقال التفرد بإيجاد المفقودات~82#2797#12#432
فقال التفقه في الدين~90#4432#14#447
فقال التكبر على المتكبرين~87#3601#346#88
فقال التلميذ الولي يعلم~90#4328#221#342
فقال التواصي بالحق والتواصي~41#1152#51#241
فقال التوبة من التوبةوسئل~90#4206#117#212
فقال التوبة وذكر شرائطها~24#229#7#139
فقال التوحيد استقامة القلب~90#4021#13#27
فقال التوكل حال رسول~41#1223#99#312
فقال التوكل حسم الطمع~41#1155#154#244
فقال التوكل معاينة الاضطرارقال~82#2256#0#343
فقال التولية على وجهين~82#2173#111#260
فقال الثقة بالله في~82#2429#253#64
فقال الثقة بالمضمون والقيام~41#1137#27#226,90#4100#27#106
فقال الثلاثة نفر وقال~87#3861#360#348
فقال الثوري رحمه الله~87#3947#332#434
فقال الثوري قد كنت~87#3586#171#73
فقال الثوري ولم تكره~87#3586#201#73
فقال الجمل جل الله~90#4141#52#147
فقال الجمهور منهم إنها~39#718#43#37
فقال الجمهور منهم والأكثرون~39#718#127#37
فقال الجنيد ألم أقل~90#4434#222#449
فقال الجنيد أنا أؤمل~87#3848#254#335
فقال الجنيد إن كان~90#4407#7#422
فقال الجنيد إن هذا~41#1042#168#131,90#4073#0#79,90#4465#79#480
فقال الجنيد الخاطر الأول~90#4192#126#198
فقال الجنيد العارف لا~90#4468#27#483
فقال الجنيد الفتوة إسقاط~41#1016#123#105
فقال الجنيد بل أفرقه~87#3848#240#335
فقال الجنيد رجل حكيم~87#3851#8#338
فقال الجنيد سيوف الشبلي~41#1172#53#261
فقال الجنيد صدقت في~90#4377#229#392
فقال الجنيد قد سألت~82#2228#204#315
فقال الجنيد قولك ذا~90#4330#12#344
فقال الجنيد قوموا يا~41#1016#144#105
فقال الجنيد كم ممن~87#3945#124#432
فقال الجنيد لا فقال~90#4377#203#392
فقال الجنيد لا ولكن~39#810#71#131
فقال الجنيد مثلك لا~87#3848#288#335
فقال الجنيد وترى الجبال~82#2463#55#98,90#4155#107#161
فقال الجنيد وكان في~90#4381#117#396
فقال الجنيد وما ينبغي~87#3848#306#335
فقال الحال الذي ورد~41#1007#174#96
فقال الحب استهلاك لا~41#1278#150#367
فقال الحب الذي يورث~87#3611#274#98
فقال الحب لله والخوف~41#1085#136#174
فقال الحزني لا يتفرغ~90#4263#88#269
فقال الحسن رفع الصوت~87#3322#320#256
فقال الحسن لما روى~87#3766#88#253
فقال الحسن ما هذا~87#3315#157#249
فقال الحسين أفنيت عمرك~90#4294#211#300
فقال الحسين بن منصور~90#4357#147#372
فقال الحقيقة بعيدة ولكن~41#1175#154#264
فقال الحقيقة كلها علم~41#1208#120#297
فقال الحكايات جند من~90#4339#87#354
فقال الحكيم وأنت لو~90#4290#57#296
فقال الحلاوة طبع البشرية~87#3375#51#309
فقال الحمد لله الذي~82#1943#23#30,82#2472#92#107,87#3337#121#271
فقال الحمد لله ثم~87#3589#249#76
فقال الحمية في القلوب~41#1235#163#324
فقال الحياء من الإيماأنا~40#853#97#49
فقال الحياء والعي شعبتان~87#3351#115#285
فقال الخروج من ميدان~90#4360#129#375
فقال الخشوع قيام القلب~90#4269#203#275
فقال الخفيف في ذاته~41#1254#96#343
فقال الخلق كلهم فقراء~41#1216#116#305
فقال الخليل * ولا~82#2443#73#78
فقال الدخول في كل~90#4426#21#441
فقال الدقي إذ قرب~90#4158#83#164
فقال الدنو منهم فتنة~87#3980#56#467
فقال الدنيا رواه ابن~44#1448#66#52
فقال الذاكرون كثيرا والذاكرات~39#785#18#104
فقال الذكر أتم أم~90#4362#30#377
فقال الذكر فقال إنما~87#3794#296#281
فقال الذي أخرج أباهم~82#2138#201#225
فقال الذي ظاهره مستقيم~82#2103#117#190
فقال الذي لا تقله~90#4428#125#443
فقال الذي لا يتهم~41#1050#103#139
فقال الذي لا يزيد~82#2009#85#96
فقال الذي لا يكدره~90#4467#87#482
فقال الذي لا يملك~90#4423#9#438
فقال الذي لا يملكه~41#1102#148#191
فقال الذي يأنس بالعدم~41#1072#158#161
فقال الذي يتكلم بالإسلام~87#3735#75#222
فقال الذي يسكن إلى~41#1202#149#291
فقال الذي يكون مطروحا~82#2551#7#186
فقال الذين أوتوا العلم~87#3272#51#206
فقال الذين كانت أعينهم~87#3096#28#30
فقال الذين وقفوا مع~82#2682#238#317
فقال الراضي بالمقدورقال وقال~41#973#95#62
فقال الرب لسمعان لا~77#1865#97#56
فقال الربض قلت لأبي~87#3969#441#456
فقال الرجل أستغفر الله~87#3622#362#109
فقال الرجل أنا فلان~90#4159#6#165
فقال الرجل أنت أحق~87#3907#528#394
فقال الرجل إلى كم~90#4370#126#385
فقال الرجل اشتكت عيني~90#4367#192#382
فقال الرجل تسألون مني~90#4367#163#382
فقال الرجل ثانيا وثالثا~90#4369#17#384
فقال الرجل حسبي فقد~82#2779#108#414
فقال الرجل رضيت رضي~41#962#166#51
فقال الرجل زال من~90#4444#34#459
فقال الرجل سبحان الله~87#3634#372#121
فقال الرجل فادع الله~90#4410#196#425
فقال الرجل كنت في~41#981#75#70
فقال الرجل لا قالبلى~82#2228#215#315
فقال الرجل لكني أقول~87#3622#341#109
فقال الرجل لم أبطأت~90#4369#40#384
فقال الرجل لم تجمع~90#4216#215#222
فقال الرجل ما ببغداد~87#3848#297#335
فقال الرجل من هذا~90#4369#144#384
فقال الرجل هي أمي~87#3447#401#381
فقال الرجل والله لئن~87#3300#385#234
فقال الرجل وما مراقبة~37#445#67#53
فقال الرجل ومن العالمين~82#1946#298#33
فقال الرجل يا غلام~90#4369#9#384
فقال الرحمن لم يزل~90#4023#24#29
فقال الرزق الذي يطلبك~87#3539#123#26
فقال الرضا بما يرد~41#1039#93#128
فقال الزم الوحدة وامح~90#4219#108#225
فقال الزمه فإنه يدري~60#1678#40#476
فقال الزهد الزهد في~41#1196#85#285
فقال الزهد عندي الا~41#1023#47#112
فقال الزهري الإسلام الكلمة~87#3735#183#222
فقال الزوج لها لم~90#4391#19#406
فقال السائل أهلك القرآن~90#4452#125#467
فقال السائل بين لي~90#4020#53#26
فقال السائل زدني فقال~90#4295#91#301
فقال السائل زدني قال~90#4295#174#301
فقال الساعة تخلصت من~90#4048#94#54
فقال السايل أن الفقهاء~46#1506#293#78
فقال السري لأصحابه أتدرون~90#4395#197#410
فقال السلام عليك يا~87#3745#209#232
فقال السلام عليكم دار~87#3741#186#228
فقال السلام عليكم يا~43#1371#68#45
فقال السلطان قيل كنا~87#3722#246#209
فقال السنة ترك الدنيا~41#985#8#74
فقال السوادي وكان أعلمهم~87#3798#231#285
فقال السياف تدري إلى~90#4389#89#404
فقال السيد إنه يطلب~90#4331#215#345
فقال الشاب اعتقدت كذا~90#4377#198#392
فقال الشاب قولي فأعادت~90#4500#255#515
فقال الشاب كنت في~90#4413#9#428
فقال الشاب هذا عجب~90#4377#220#392
فقال الشاب يا أمير~90#4309#175#315
فقال الشافعى ولا اعلم~45#1478#93#352
فقال الشبع ارضه والنوم~82#2798#232#433
فقال الشبلي لو كان~54#1553#55#59
فقال الشبلي لو كنت~90#4175#26#181
فقال الشبلي ما اجتذبك~90#4499#75#514
فقال الشبلي يا أبا~41#1172#42#261
فقال الشخص صدقت قد~87#3179#54#113
فقال الشريعة تأمره وتنهاه~41#1271#177#360
فقال الشهود أن تشهد~39#798#141#119
فقال الشيخ أبو عبد~90#4362#44#377
فقال الشيخ اقليمس اسمه~80#1901#42#26
فقال الشيخ الشيرازي لصاحب~90#4367#118#382
فقال الشيخ عهدي بالصوفية~90#4134#130#140
فقال الشيخ لهذا أقدم~90#4187#110#193
فقال الشيخ وهمت في~90#4217#0#223
فقال الشيطان يعدكم الفقر~87#3506#110#440
فقال الصابرين والصادقين والقانتين~41#1190#61#279
فقال الصادق هو الذي~90#4351#74#366
فقال الصادقون مع الله~82#2509#36#144
فقال الصبر تحت الأمر~41#1250#141#339,90#4132#79#138
